gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
FUN_023395,13.49288439,7.538805175,1.020112716,7.390168805,1.47E-13,6.82E-12
FUN_004350,470.5633111,-0.835646668,0.113146475,-7.385529871,1.52E-13,7.04E-12
FUN_009921,1494.095119,1.360409025,0.18443579,7.376057677,1.63E-13,7.54E-12
FUN_021280,118809.8406,0.62722012,0.085086305,7.371575455,1.69E-13,7.78E-12
FUN_029929,2843.679823,2.623613788,0.356395043,7.361532767,1.82E-13,8.37E-12
FUN_030276,117.1264032,2.076651961,0.28219521,7.358919951,1.85E-13,8.51E-12
FUN_024329,994.4736626,0.75353708,0.102465865,7.354030314,1.92E-13,8.81E-12
FUN_025322,304.6913045,-1.080661859,0.14696982,-7.35295083,1.94E-13,8.86E-12
FUN_027409,242.604737,-2.352393048,0.320102188,-7.348881496,2.00E-13,9.11E-12
FUN_025683,461.8796167,-0.613947527,0.08361087,-7.342915156,2.09E-13,9.50E-12
FUN_022640,404.9667096,-1.310505684,0.17896733,-7.322597295,2.43E-13,1.10E-11
FUN_000295,72.52081684,2.646382563,0.361416233,7.322257064,2.44E-13,1.10E-11
FUN_010103,2088.561705,2.957920877,0.404211648,7.317752694,2.52E-13,1.14E-11
FUN_027113,227.3474108,1.675888855,0.22905594,7.316504658,2.55E-13,1.15E-11
FUN_000075,16.24718861,-7.153810908,0.977915561,-7.315366673,2.57E-13,1.15E-11
FUN_020671,220852.1671,0.771605746,0.105509411,7.313146149,2.61E-13,1.17E-11
FUN_026039,4401.229571,2.844013094,0.389323624,7.305010328,2.77E-13,1.24E-11
FUN_030397,1655.245007,0.694075257,0.095056707,7.301696798,2.84E-13,1.27E-11
FUN_014516,498.716704,4.350273737,0.595864975,7.300771017,2.86E-13,1.27E-11
FUN_029671,1714.487489,0.665914988,0.091259759,7.296918148,2.94E-13,1.31E-11
FUN_011483,220.2465232,-1.474351271,0.202214555,-7.29102449,3.08E-13,1.36E-11
FUN_017031,16.39781437,7.828397314,1.074250849,7.287308475,3.16E-13,1.40E-11
FUN_018382,660.2646693,0.854889186,0.117518741,7.274492364,3.48E-13,1.53E-11
FUN_025940,7409.187807,2.53325083,0.348424116,7.270595548,3.58E-13,1.57E-11
FUN_016010,280.8433002,-2.343535656,0.322910815,-7.257532264,3.94E-13,1.73E-11
FUN_004586,438.8815093,-0.731350668,0.100825544,-7.253624825,4.06E-13,1.77E-11
FUN_013888,2579.573425,4.666886632,0.643578798,7.251461126,4.12E-13,1.80E-11
FUN_019083,310.4684109,2.008286338,0.276959882,7.25118137,4.13E-13,1.80E-11
FUN_008829,318.0626678,-0.769512172,0.106174135,-7.247642462,4.24E-13,1.84E-11
FUN_007915,595.6087966,-1.930735587,0.266696109,-7.239459163,4.50E-13,1.95E-11
FUN_004306,163.9126719,-1.241269337,0.171513476,-7.237153401,4.58E-13,1.98E-11
FUN_027480,1149.002646,2.086040387,0.288545895,7.229492515,4.85E-13,2.09E-11
FUN_027352,150.0814511,1.277943547,0.176872785,7.225212995,5.00E-13,2.15E-11
FUN_027271,1734.806053,-0.828943012,0.114750094,-7.223898337,5.05E-13,2.17E-11
FUN_027063,392.8032136,1.902755396,0.263452118,7.222395516,5.11E-13,2.19E-11
FUN_026299,90.05750025,3.783117342,0.524019216,7.219424835,5.22E-13,2.23E-11
FUN_019550,259.2052871,3.002772883,0.416477961,7.209920254,5.60E-13,2.39E-11
FUN_016949,1329.450516,4.098375572,0.569320492,7.198714304,6.08E-13,2.59E-11
FUN_030356,76.61537291,-2.57293485,0.357752051,-7.191949969,6.39E-13,2.71E-11
FUN_026912,151.5034652,-2.283946628,0.318703192,-7.166375133,7.70E-13,3.26E-11
FUN_007155,802.7995917,1.514548774,0.211434624,7.163201299,7.88E-13,3.33E-11
FUN_017004,1928.784104,-0.881623923,0.123182525,-7.157053528,8.24E-13,3.47E-11
FUN_030553,305.6038786,-0.735790236,0.103002735,-7.143404835,9.10E-13,3.83E-11
FUN_023648,1302.850175,-0.721928983,0.101092826,-7.141248403,9.25E-13,3.88E-11
FUN_026288,392.656437,2.007647575,0.281595344,7.129548182,1.01E-12,4.21E-11
FUN_030266,98.0429978,-9.742394057,1.366523938,-7.129325575,1.01E-12,4.21E-11
FUN_022326,287.1733671,2.121398947,0.297603608,7.12827026,1.02E-12,4.24E-11
FUN_019142,61.49988777,1.957860849,0.274702025,7.12721667,1.02E-12,4.26E-11
FUN_025801,32.86532844,2.471392359,0.34680941,7.126082186,1.03E-12,4.28E-11
FUN_027515,222.3066569,1.051701205,0.147614029,7.124669741,1.04E-12,4.32E-11
FUN_006264,595.9294627,2.537853031,0.356918018,7.110464869,1.16E-12,4.77E-11
FUN_030272,135.2975045,1.761109526,0.247677515,7.110494178,1.16E-12,4.77E-11
FUN_023559,641.270499,0.622001119,0.087528653,7.106257214,1.19E-12,4.90E-11
FUN_005297,21.24958292,2.627423041,0.369811904,7.104755177,1.21E-12,4.95E-11
FUN_023887,625.1455792,0.671373492,0.094564942,7.099602401,1.25E-12,5.12E-11
FUN_009621,720.3767493,-1.576678625,0.222284841,-7.093055092,1.31E-12,5.36E-11
FUN_005004,415.034112,1.72912574,0.243927666,7.088682361,1.35E-12,5.52E-11
FUN_025201,507.4848578,-1.111630687,0.156825547,-7.088326538,1.36E-12,5.52E-11
FUN_014549,32.29082347,4.102474324,0.579246364,7.082434309,1.42E-12,5.75E-11
FUN_009744,2067.894085,0.384779146,0.054396209,7.073639055,1.51E-12,6.11E-11
FUN_022956,2515.542884,2.823511805,0.399195308,7.073008488,1.52E-12,6.13E-11
FUN_024374,1440.376358,6.390263595,0.903509457,7.072713567,1.52E-12,6.13E-11
FUN_017041,943.8241923,0.971783936,0.137652026,7.05971403,1.67E-12,6.70E-11
FUN_015783,1118.958326,-1.501969704,0.212752687,-7.059697918,1.67E-12,6.70E-11
FUN_009846,13918.48564,1.946774338,0.275866808,7.056935734,1.70E-12,6.82E-11
FUN_014036,1054.01188,-0.797381745,0.113083267,-7.051279725,1.77E-12,7.09E-11
FUN_019821,285.2418679,-2.028036941,0.287772456,-7.047362925,1.82E-12,7.27E-11
FUN_027766,147.3171908,4.098861857,0.582339669,7.038610074,1.94E-12,7.73E-11
FUN_012507,23198.99717,-2.592272388,0.368448196,-7.035649564,1.98E-12,7.88E-11
FUN_002963,728.7033517,1.925722495,0.273934869,7.029855326,2.07E-12,8.19E-11
FUN_030014,423.6614649,2.806870397,0.399300225,7.029473618,2.07E-12,8.20E-11
FUN_029251,333.6157521,-1.503683539,0.213955216,-7.028029367,2.09E-12,8.26E-11
FUN_017684,134.5874336,-1.095669473,0.155904614,-7.027819394,2.10E-12,8.26E-11
FUN_019975,584.2049281,-0.602612229,0.085837378,-7.0203942,2.21E-12,8.69E-11
FUN_006785,967.9318184,1.156046761,0.16471782,7.018346636,2.25E-12,8.80E-11
FUN_030494,88.92842029,1.729588213,0.24645242,7.017939676,2.25E-12,8.81E-11
FUN_008157,1164.838067,0.417619028,0.059534152,7.0147808,2.30E-12,8.98E-11
FUN_011969,30.76351013,-4.956916006,0.70664482,-7.014720645,2.30E-12,8.98E-11
FUN_003687,1037.881459,0.576017113,0.082148434,7.011906157,2.35E-12,9.14E-11
FUN_026660,1445.752239,0.728961468,0.103994115,7.009641504,2.39E-12,9.27E-11
FUN_030251,2475.246059,-8.294454246,1.183630402,-7.007638727,2.42E-12,9.38E-11
FUN_017482,2308.26102,9.092444792,1.297975402,7.005097925,2.47E-12,9.54E-11
FUN_013588,2670.79769,-1.201085333,0.171531329,-7.002133914,2.52E-12,9.72E-11
FUN_003505,1016.157303,0.480445811,0.068690367,6.994369544,2.66E-12,1.03E-10
FUN_025960,77.87920687,2.149828654,0.307389191,6.993832944,2.67E-12,1.03E-10
FUN_021933,93.84526468,-2.292727798,0.327961458,-6.990845236,2.73E-12,1.05E-10
FUN_021475,987.0539022,1.031791643,0.147807204,6.98065868,2.94E-12,1.12E-10
FUN_027896,421.7260228,0.790919725,0.113410297,6.973967496,3.08E-12,1.18E-10
FUN_027817,1744.788171,0.397336461,0.056981672,6.973057228,3.10E-12,1.18E-10
FUN_015866,321.4390528,2.747472237,0.394204782,6.969657298,3.18E-12,1.21E-10
FUN_025437,122.7620003,-1.935571073,0.277854731,-6.966126022,3.26E-12,1.23E-10
FUN_030113,1143.42696,-0.550863089,0.079077078,-6.966153783,3.26E-12,1.23E-10
FUN_027928,4056.343403,0.724150924,0.104215079,6.948619472,3.69E-12,1.39E-10
FUN_001759,991.1385636,-1.381918498,0.198896252,-6.94793636,3.71E-12,1.40E-10
FUN_004336,8836.749409,3.160991717,0.455028204,6.946803933,3.74E-12,1.41E-10
FUN_030716,405.4454308,-0.588391655,0.084704857,-6.946374475,3.75E-12,1.41E-10
FUN_017142,697.065378,1.304511163,0.187937782,6.941186338,3.89E-12,1.46E-10
FUN_002799,274.3897075,4.336958725,0.625129535,6.937696085,3.99E-12,1.49E-10
FUN_017470,554.3559054,-0.580237998,0.083748601,-6.928330623,4.26E-12,1.59E-10
FUN_019208,35.68312245,-1.765929962,0.255236346,-6.918802868,4.55E-12,1.70E-10
FUN_027793,156.5593292,1.176390112,0.170055755,6.917673058,4.59E-12,1.71E-10
FUN_004953,984.3580501,-2.581186291,0.373244748,-6.915532787,4.66E-12,1.73E-10
FUN_011694,535.6849348,-0.918062811,0.132770443,-6.914662536,4.69E-12,1.74E-10
FUN_025043,627.6302423,1.526531263,0.221032588,6.906362876,4.97E-12,1.84E-10
FUN_019148,186.9178064,-1.076258447,0.155855246,-6.905500294,5.00E-12,1.84E-10
FUN_011190,532.6064511,0.940765657,0.136272346,6.903569837,5.07E-12,1.87E-10
FUN_006065,643.7241895,0.690864653,0.100092281,6.902277039,5.12E-12,1.88E-10
FUN_017391,272.7766224,1.240036999,0.179674982,6.901556267,5.14E-12,1.89E-10
FUN_009465,227.7780116,1.146646177,0.166208887,6.898825912,5.24E-12,1.92E-10
FUN_018644,226.2961297,-0.930041395,0.134897716,-6.894419126,5.41E-12,1.97E-10
FUN_030450,365.6499513,-0.874705932,0.12690888,-6.892393417,5.49E-12,2.00E-10
FUN_006715,755.7523371,-0.575294545,0.083470414,-6.892197108,5.49E-12,2.00E-10
FUN_002613,1231.147453,-0.478160962,0.069392439,-6.890678164,5.55E-12,2.02E-10
FUN_009263,137.412396,2.580606557,0.374682418,6.887450371,5.68E-12,2.06E-10
FUN_005140,977.4689647,-1.242900882,0.180817415,-6.87378969,6.25E-12,2.26E-10
FUN_008254,547.2436256,-0.964818466,0.14041974,-6.870960358,6.38E-12,2.30E-10
FUN_020066,6740.588978,0.439426799,0.063958739,6.870473183,6.40E-12,2.30E-10
FUN_013940,192.4354832,2.636658984,0.383942676,6.867324595,6.54E-12,2.35E-10
FUN_009479,5995.09798,0.509427986,0.074222823,6.863495154,6.72E-12,2.41E-10
FUN_008043,62.92541664,2.23979734,0.326358014,6.863007023,6.74E-12,2.41E-10
FUN_029174,4698.115384,0.282265474,0.041139844,6.861121711,6.83E-12,2.44E-10
FUN_029601,4658.25188,-6.836742036,0.99697806,-6.85746488,7.01E-12,2.50E-10
FUN_013813,4389.578578,-1.327442291,0.193652999,-6.854746871,7.14E-12,2.54E-10
FUN_004934,312.0019159,1.419901717,0.207158756,6.854171859,7.17E-12,2.55E-10
FUN_022913,608.2258187,0.735781692,0.10736118,6.853330905,7.21E-12,2.56E-10
FUN_022261,282.7851199,-2.484389814,0.362750991,-6.848747149,7.45E-12,2.64E-10
FUN_024353,4220.474013,0.5476738,0.079983985,6.847293223,7.53E-12,2.66E-10
FUN_025845,83.78900644,2.092834047,0.30566098,6.846912708,7.55E-12,2.66E-10
FUN_019761,1612.76144,1.687733863,0.246590527,6.844276963,7.69E-12,2.70E-10
FUN_004304,7826.493305,-1.449814752,0.211846933,-6.843690066,7.72E-12,2.71E-10
FUN_030250,2733.308605,-5.781216931,0.845807599,-6.835144235,8.19E-12,2.87E-10
FUN_011411,146.9680496,1.168606301,0.17099722,6.83406609,8.25E-12,2.89E-10
FUN_013802,1408.303945,-0.575847152,0.084407941,-6.822191672,8.97E-12,3.13E-10
FUN_023323,104.001536,1.360971682,0.19954909,6.820234988,9.09E-12,3.17E-10
FUN_027136,51.80281098,-5.155728197,0.756406063,-6.816085239,9.36E-12,3.26E-10
FUN_011313,124.8211221,3.002700594,0.441074196,6.807699521,9.92E-12,3.44E-10
FUN_028178,4213.710276,-2.588727625,0.380358625,-6.806017931,1.00E-11,3.48E-10
FUN_005591,612.3423361,-0.727806676,0.106981552,-6.803104458,1.02E-11,3.54E-10
FUN_026189,173.6668031,-0.701773392,0.103262112,-6.796039511,1.08E-11,3.71E-10
FUN_022503,234.6271456,1.918566326,0.282383104,6.794196601,1.09E-11,3.75E-10
FUN_015787,1963.841679,0.444085359,0.065397033,6.790604063,1.12E-11,3.84E-10
FUN_002992,1731.5487,-2.011617768,0.296327366,-6.788498118,1.13E-11,3.89E-10
FUN_022676,793.4784168,-1.136316198,0.167559909,-6.781551786,1.19E-11,4.08E-10
FUN_018427,413.0568113,1.420591396,0.209711628,6.774023008,1.25E-11,4.29E-10
FUN_029502,1686.294785,1.924712986,0.284237647,6.77149211,1.27E-11,4.35E-10
FUN_020440,305.1537432,-0.708946988,0.104702702,-6.771047692,1.28E-11,4.36E-10
FUN_004575,2075.174048,0.870243581,0.128537658,6.770339468,1.28E-11,4.37E-10
FUN_029823,74089.41184,0.434266422,0.064147003,6.769862993,1.29E-11,4.38E-10
FUN_002789,33.32350073,2.935371644,0.433659169,6.768844881,1.30E-11,4.39E-10
FUN_016665,525.9750217,1.659758178,0.245196109,6.769104869,1.30E-11,4.39E-10
FUN_029866,2543.068454,0.590318228,0.087215792,6.768478704,1.30E-11,4.40E-10
FUN_025980,135.9359486,1.707316131,0.252402824,6.764251311,1.34E-11,4.52E-10
FUN_000057,12.8879231,-6.82088033,1.008624831,-6.762554442,1.36E-11,4.56E-10
FUN_021193,368.4770738,1.839012985,0.272170557,6.756840281,1.41E-11,4.74E-10
FUN_028879,160.7147514,1.122625989,0.166178962,6.755524141,1.42E-11,4.77E-10
FUN_008758,4107.462491,7.526966281,1.114545516,6.753395149,1.44E-11,4.83E-10
FUN_010829,261.7772012,-0.986288736,0.146192712,-6.746497309,1.51E-11,5.06E-10
FUN_020794,352.8066829,-0.718510113,0.106506889,-6.746137455,1.52E-11,5.06E-10
FUN_029885,558.0960894,-1.669633362,0.247553279,-6.744541481,1.54E-11,5.11E-10
FUN_017438,581.6428698,0.748365038,0.110996277,6.742253506,1.56E-11,5.18E-10
FUN_025467,3230.9382,0.514494054,0.076364356,6.737358662,1.61E-11,5.35E-10
FUN_021156,905.4215393,-0.629932881,0.093550041,-6.733646228,1.65E-11,5.48E-10
FUN_028587,789.7008687,0.538166079,0.080142391,6.715123857,1.88E-11,6.20E-10
FUN_015809,53.02802274,2.486482088,0.370281507,6.7151128,1.88E-11,6.20E-10
FUN_015659,373.4954189,2.002224621,0.298515656,6.707268385,1.98E-11,6.53E-10
FUN_030136,1139.7152,-5.085224858,0.759228363,-6.697885778,2.11E-11,6.95E-10
FUN_008826,2017.127001,0.89425294,0.133541064,6.696464085,2.14E-11,7.01E-10
FUN_003369,282.7017836,-0.984584442,0.14705,-6.695575932,2.15E-11,7.04E-10
FUN_019444,100.600066,3.681762728,0.549903261,6.695291684,2.15E-11,7.04E-10
FUN_028717,739.6078249,-1.37449461,0.205342384,-6.693672223,2.18E-11,7.11E-10
FUN_009948,229.4902116,-1.673117687,0.249965033,-6.693406952,2.18E-11,7.11E-10
FUN_011736,1203.458714,-0.692761948,0.103528648,-6.691500032,2.21E-11,7.18E-10
FUN_013999,670.9284627,-0.595352324,0.088972093,-6.691450126,2.21E-11,7.18E-10
FUN_009775,124.3609253,1.307948707,0.195560656,6.688199633,2.26E-11,7.33E-10
FUN_027982,62.15714775,3.741330618,0.559464843,6.687338202,2.27E-11,7.35E-10
FUN_028970,78.55978495,1.714437983,0.256376963,6.687176419,2.28E-11,7.35E-10
