"","logFC","logCPM","PValue","FDR"
"FUN_000874",-2.51648031548982,2.83554074956335,1.17205152272087e-05,0.000233435948459021
"FUN_000264",-2.51537006934339,1.63667087642524,6.54377514291262e-05,0.00101668371134858
"FUN_003606",-2.51435995664912,3.71093293210338,2.92071931466113e-05,0.000516942301827228
"FUN_003975",-2.51242850968521,2.03508107215866,2.51947775796781e-07,8.43107020586354e-06
"FUN_007572",-2.50930913581296,4.40248608707238,1.78008433505454e-05,0.000335919796150532
"FUN_014060",-2.50896527708436,5.39944865121176,2.39089906487416e-14,6.47933646580898e-12
"FUN_010783",-2.50848764015322,3.1434541133311,4.58583013237303e-07,1.42496913380185e-05
"FUN_003017",-2.50445517260371,6.8415579450058,3.23315029215466e-11,3.42610304356466e-09
"FUN_015015",-2.50299210067317,5.89500643597744,6.90248155332609e-05,0.00106540543938407
"FUN_003632",-2.50297006543408,1.69271293139664,0.000209557348558035,0.00282791226858194
"FUN_010082",-2.48479125822287,0.417482881366313,0.000449739499892967,0.00537962639126674
"FUN_005737",-2.4691970097798,3.22775787146799,6.29694138487792e-09,3.69130276714244e-07
"FUN_003301",-2.46130755821932,5.48014195583341,3.59262019235204e-06,8.5085393122882e-05
"FUN_008817",-2.44752563577505,4.95793838107016,9.38994338088028e-05,0.00138841819346451
"FUN_002444",-2.44104379724769,2.80084305623154,0.00109397327756225,0.0116224114726103
